id,author,year,title,tech,institution,booktile,editor,booktitle,publisher,Pages,address,month,note,journal,volume,pages,type,date,
148,Fahlman S. E.,,"An empirical study of learning speed in backpropagation networks,","Technical Report CMU-CS-88-162 , Carnegie-Mellon University,","Computer Science Dept.,",,,,,,"Pittsburgh, PA.",,,,,,,(1988):,
149,"Fahlman, S. E.",,An empirical study of learning speed in backpropagation networks.,Technical Report CMU-CS-88-182.,"Department of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburg, PA.",,,,,,,(1988),
150,"Fahlman, S. E.",,"An empirical study of learning speed in back-propagation networks,","Technical Report CMU-CS-88-162,",Carnegie Mel-lon University.,,,,,,,,,,,,,"(1988),",
151,"Fahlman, S. E.",,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1988).,
152,"Fahlman, S. E.",,An empirical study of learning speed in backpropagation networks.,"Technical Report CMU-CS-88-162,","Computer Science Department, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1988).,
153,"Fahlman, S. E.",,An empirical study of learning speed in backpropagation networks.,"Technical Report CMU-CS-88-162,","Computer Science Department, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1988).,
154,"Fahlman, S. E.",,An empirical study of learning speed in backpropagation networks.,"Technical Report CMU-CS-88-162,","Computer Science Department, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1988).,
155,"Fahlman, S. E.",,An empirical study of learning speed in backpropagation networks.,"Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1988).,
156,"Fahlman, S. E.",,An Empirical Study of Learning Speed in Backpropagation Networks.,"Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,1988.,
157,"Fahlman, S.E.",,"(1988) An Empirical Study of Learning Speed in BackPropagation Networks (CMU-CS-88-162),","Technical Report,","Department of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,,
158,"Fahlman, S.E.",,"An empirical study of learning speed in back-propagation networks,","CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University.",,,,,,,,,,,,,(1988),
159,"Fahlman, Scott.",,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","Department of Computer Science, Carnegie Mellon University.",,,,,,,,,,,,,1988.,
160,"Fahlman, Scott.",,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","Department of Computer Science, Carnegie Mellon University.",,,,,,,,,,,,,1988.,
161,"Fahlman, Scott.",,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","Department of Computer Science, Carnegie Mellon University.",,,,,,,,,,,,,1988.,
162,"Fahlman, Scott.",,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","Department of Computer Science, Carnegie Mellon University.",,,,,,,,,,,,,1988.,
163,S. E. Fahlman.,,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","Computer Science Department - Carnegie-Mellon,",,,,,,"Pittsburgh, PA - USA,",,,,,,,1988.,
164,"Fahlman, S.E.",,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,,,In Proceedings of the 1988 Connectionist Models Summer School.,Morgan-Kaufmann.,,,,,,,,,1988.,
165,"Fahlman, S.E.",,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,,,In Proceedings of the 1988 Connectionist Models Summer School.,Morgan-Kaufmann.,,,,,,,,,1988.,
166,Scott E. Fahlman.,,An empirical strudy of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","CMU Department of Computer Science,",,,,,,,,,,,,,September,
167,S. Fahlman.,,An empirical study of learning speed in back-propagation networks.,"Technical report,","Carnegie Mellon University,",,,,,,,,,,,,,1988.,
168,"S. E. Fahlman,",,""An Empirical Study of Learning Speed in Backpropagation Networks,"","Tech--nical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University, Pitts-burgh,",,,,,,"PA,",,,,,,,(1988).,
169,"S. E. Fahlman,",,""An empirical study of learning speed in back-propagation networks,"",Tech. Rep.,"CMU-CS-88-162, Computer Science Department, Carnegie Mellon University, Pitts-burgh,",,,,,,,,,,,,,June,
170,S.E. Fahlman.,,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","Carnegie Mellon University,",,,,,,,,,,,,,1988.,
171,"S. E. Fahlman,",,""An Empirical Study of Learning Speed in Backpropagation Networks,"","Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, USA",,,,,,,(1998),
172,Scott E. Fahlman.,,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,September,
173,"S. E. Fahlman,",,"An Empirical Study of Learning Speed in Back-Propagation Networks,","Technical Report,","CMU-CS-TR-88-162, Carnegie Mellon University,",,,,,,,,,,,,,1988.,
174,"S. E. Fahlman,",,"An Empirical Study of Learning Speed in Back-Propagation Networks,","Technical Report,","CMU-CS-TR-88-162, Carnegie Mellon University,",,,,,,,,,,,,,1988.,
175,Scott E. Fahlman.,,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213,",,,,,,,September,
176,Scott E. Fahlman.,,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,September,
177,"Fahlman, S.:",,"An Empirical Study of Learning Speed in Back-Propagation Networks,","CMU-CS-88-162,","Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,September,
178,S. E. Fahlman.,,An empirical study of learning speed in back propagation networks.,"Technical Report CMU-CS-88-162, Carnegie-Mellon Universtity Technical Report,",,,,,,,,,,,,,,1988.,
179,S.E. Fahlman.,,An empirical study of learning speed in back-propagation networks.,"Tech Report CMU-CS-88-162,",,,,,,,,,,,,,,June,
180,"Fahlman, S.E.",,"An empirical study of learning speed in backpropagation networks,","Technical Report CMU-CS-88-162,","Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,1988.,
181,"S. Fahlman,",,""An Empirical Study of Learning Speed in Back-Propagation Networks,"","CMU Tech Report CMU-CS-88-162,",,,,,,,,,,,,,,June,
182,"S. E. Fahlman,",,""An Empirical Study of Learning Speed in Back-propagation Networks",",CMU-CS-88-162,Carnegie-Mellon Computer Science Rpt.,,,,,,,,,,,,,(1988).,
183,"Fahlman, S.E.,",,""An empirical study of learning speed in back-propagation networks",","Report CMU-CS-88-182,","Carnegie-Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,1988.,
184,S. E. Fahlman.,,An empirical study of learning speed in backpropagation networks.,"Technical Report CMU-CS-88-162,","Carnegie-Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,1988.,
185,Scott E. Fahlman.,,An empirical study of learning speed in back-propagation networks.,"Technical Report CMU-CS-88-162,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,September,
186,"S. E. Fahlman,",,"of Learning Speed in Back-Propagation Networks,",CMU-CS-88-162.,,,,,,,,,,,,,,"1988,",
187,"Fahlman, Scott E.",,"An Empirical Study of Learning Speed in Back-Propagation Networks.",Technical Report CMU-CS-88-162.,"Computer Science Department, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,1988.,
188,"Fahlman, Scott E.,",,""An Empirical Study of Learnin g Speed in BackPropagation Networks",Technical Report CMU-CS-88-162,",,"Carnegie Mellon University, Computer Science Department",,,,,,"Pittsburgh, PA,",,,,,,,1988.,
189,"Scott Fahlman,",,""An Empirical Study of Learning Speed in BackPropagation Networks,"","Technical Report CMU-CS-88-162,","Department of Computer Science, Carnegie Mellon University,",,,,,,,,,,,,,June,
190,"Scott Fahlman,",,""An Empirical Study of Learning Speed in BackPropagation Networks,"","Technical Report CMU-CS-88-162,","Department of Computer Science, Carnegie Mellon University,",,,,,,,,,,,,,June,
191,"Scott Fahlman,",,""An Empirical Study of Learning Speed in BackPropagation Networks,"","Technical Report CMU-CS-88-162,","Department of Computer Science, Carnegie Mellon University,",,,,,,,,,,,,,June,
192,"Fahlman, S.E. and Lebiere, C.,",,"The Cascade-Correlation Learning Architecture,","(technical report), CMU-CS-90-100,","Carnegie-Mellon University,",,,,,,"Pittsburgh, PA:",,,,,,,1991.,
193,S.E. Fahlman and C. Lebiere:,,"The Cascade-Correlation Learning Architecture,","(technical report), CMU-CS-90-100,","Carnegie-Mellon University,",,,,,,"Pittsburgh, PA:",,,,,,,1991.,
194,S.E. Fahlman and C. Lebiere:,,"The Cascade-Correlation Learning Architecture,","(technical report), CMU-CS-90-100,","Carnegie-Mellon University,",,,,,,"Pittsburgh, PA:",,,,,,,1991.,
195,"Fahlman, S. E. & Lebiere, C.",,"The Cascade-Correlation learning architec ture,","Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,"(1990),",
196,"Fahlman, S. E. & Lebiere, C.",,"The Cascade-Correlation learning architecture,","Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,"(1990),",
197,"Fahlman, S. E. and Lebiere,C.",,The cascade-correlation learning architecture.,Technical Report CMU-CS-90-100.,Carnegie-Mellon Universtity.,,,,,,,,,,,,,(1990).,
198,"Fahlman, S. E. and Lebiere, C.",,The Cascade-Correlation learning architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
199,"Fahlman, S. E. and Lebiere, C.",,The Cascade-Correlation learning architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1990).,
200,"Fahlman, S. E. and Lebiere, C.",,The Cascade-correlation Learning Architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1990).,
201,"Fahlman, S. E. and Lebiere, C.",,The Cascade-correlation Learning Architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1990).,
202,"Fahlman, S. E., & Lebiere, C.",,Cascade-correlation learning architecture,Technical rep. CMU-CS-90-100).,"Carnegie Mellon University, Computer Science Department.",,,,,,"Pittsburgh, PA:",,,,,,,(1989).,
203,"Fahlman, S. E., & Lebiere, C.",,Cascade-correlation learning architecture,Technical rep. CMU-CS-90-100).,"Carnegie Mellon University, Computer Science Department.",,,,,,"Pittsburgh, PA:",,,,,,,(1989).,
204,"Fahlman, S. E., & Lebiere, C.",,Cascade-correlation learning architecture,Tech. rep. CMU-CS-90-100).,"Carnegie Mellon University, Computer Science Department.",,,,,,"Pittsburgh, PA:",,,,,,,(1989).,
205,"Fahlman, S., and Lebiere, C.",,The cascade-correlation learning architecture.,"Technical Report CMU CS-90-100,","Carnegie Mellon University,",,,,,,Pittsburgh.,,,,,,,(1990).,
206,"Fahlman, S., and Lebiere, C.",,The cascade-correlation learning architecture.,"Technical Report CMU CS-90-100,","Carnegie Mellon University,",,,,,,Pittsburgh.,,,,,,,(1990).,
207,S. E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pitts-burgh,PA",,,,,,,1990.,
208,"Fahlman S. E., Lebiere C.,",,"The cascade-correlation learning architecture,","Technical Report CMU-CS-90-100,","Carnegie Mellon University,",,,,,,,,,,,,,1990.,
209,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
210,"S. E. Fahlman and C. Lebiere,",,"The Cascade-Correlation learning architecture,","Tech. Rep. CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213,",,,,,,,1990.,
211,S. E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,"Technical Report CMU-CS-90-100,","Carnegie Mellon University,",,,,,,,,,,,,,1990.,
212,"S. E. Fahlman and C. Lebiere,",,""The Cascade-Correlation Learning Architecture",","Technical Report: CMU-CS-90-100,",,,,,,,,,,,,,,1990,
213,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
214,Scott E. Fahlman and Christian Lebiere.,,The Cascade-Correlation learning architecture.,"Technical Report CMU-CS-90-100,","Carnegie Mellon University, School of Computer Science,",,,,,,,,,,,,,February,
215,"Fahlman, S. E., and Lebiere, C.",,The Cascade-Correlation learning architecture.,"Tech. Rep. CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,Feb.,
216,"Fahlman, S. E., and Lebiere, C.",,The Cascade-Correlation learning architecture.,"Tech. Rep. CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,Feb.,
217,"Fahlman, S. E., and Lebiere, C.",,The Cascade-Correlation learning architecture.,"Tech. Rep. CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,Feb.,
218,"Fahlman, S. E., and Lebiere, C.",,The Cascade-Correlation learning architecture.,"Tech. Rep. CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,Feb.,
219,"Fahlman, S. E., and Lebiere, C.",,The Cascade-Correlation learning architecture.,"Tech. Rep. CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,Feb.,
220,S.E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,"Technical Report CMU-CS-90-100,","Carnegie Mellon University,",,,,,,,,,,,,,1990.,
221,"S. E. Fahlman and C. Lebiere,",,"The Cascade-Correlation Learning Architecture,","Technical Report, CMU-CS-TR-91-100,","Carnegie Mellon University,",,,,,,,,,,,,,1991.,
222,"S. E. Fahlman and C. Lebiere,",,"The Cascade-Correlation Learning Architecture,","Technical Report, CMU-CS-TR-91-100,","Carnegie Mellon University,",,,,,,,,,,,,,1991.,
223,"Fahlman, S., Lebiere, C.:",,"The Cascade-Correlation Learning Architecture,","Technical Report CMU-CS-90-100,","Carnegie Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,August,
224,"S. Fahlman and C. Lebiere,",,"The casade-correlation learning architecture,","Tech. Report CMU-CS-90-100,","Carnegie Mellon University, School of Computer Science,",,,,,,,,,,,,,Feb,
225,"S. E. Fahlman and C. Lebiere,",,""The Cascade Correlation Learning Architecture",",Rpt. CMU-CS-90-100,Carnegie Mellon Computer Science,,,,,,,,,,,,,(1990).,
226,"Fahlman, S. E. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"Technical Report #CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,(1990),
227,"Fahlman, S. and Lebiere, C.",,"The Cascade-Correlation Learning Architecture".,"Carnegie-Mellon Report CMU-CS-90-100,",,,,,,,,,,,,,,1990,
228,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
229,Scott E. Fahlman and Christian Lebiere.,,The cascade-correlation learning architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213,",,,,,,,February,
230,S. E. Fahlman and Christian Lebiere.,,The cascade-correlation learning architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213,",,,,,,,"February,",
231,"S. Fahlman and C. Lebiere,",,""The Cascade-Correlation Learning Architecture,"","CMU Tech Report CMU-CS-90-100,",,,,,,,,,,,,,,February,
232,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
233,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
234,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
235,"S. Fahlman and C. Lebiere,",,""The cascade-correlation learning architecture,"","Tech. Rep. CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,February,
236,S.E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,"Technical report,","School of Computer Science Carnegie Mellon University,",,,,,,"Pittsburgh, PA 15213,",,,,,,,August,
237,"Fahlman, S. and Lebiere, C.",,The Cascade-Correlation Learning Architecture.,"CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA 15213.",,,,,,,(1990).,
238,S. E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,"Cmu-cs-90-100,","Carnegie Mellon University,",,,,,,,,,,,,,1990.,
239,S. E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,1990.,
240,S. E. Fahlman and C. Lebiere.,,The cascade-correlation learning architecture.,"Technical Report CMU-CS-90-100,","School of Computer Science, Carnegie-Mellon University,",,,,,,"Pittsburgh, PA,",,,,,,,1990.,
